team_name,common_name,season,country,points_per_game_last_5,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90
Preston North End FC,Preston North End,2018/2019,England,2,22,11,11,0,7,5,2,7,4,3,8,2,6,1.27,1.73,0.82,15,7,18,15,35,37,-2,72,44,28,26,9,18,19,8,-10,57,38,110,54,55,52,4,2,2,13,9,4,5,0,5,11,9,2,103,65,38,40,12,28,52,55,48,249,134,115,111,63,48,138,71,67,111,63,48,16,15,1,12,5,7,4,10,-6,8,7,1,8,4,4,6,0,6,1.45,2.27,0.64,3.27,4,2.55,1.59,2.36,0.82,1.68,1.64,1.73,1.27,1.82,0.73,0.73,1.36,0.09,0.55,0.45,0.64,22,18,12,10,7,2,11,10,8,8,5,1,11,8,4,2,2,1,0,4,10,12,15,20,0,1,3,3,6,10,0,3,7,9,9,10,100,82,55,45,32,9,100,91,73,73,45,9,100,73,36,18,18,9,0,18,45,55,68,91,0,9,27,27,55,91,0,27,64,82,82,91,16,7,3,9,6,3,7,1,0,73,32,14,82,55,27,64,9,0,32,45,18,25,18,18,18,59,82,36,23,0,45,50,82,18,12,7,5,55,64,45,12,2,10,55,18,91,4,4,0,18,36,0,36,64,9,36,36,36,27,0,55,4.68,5.91,3.45,1.82,1.09,2.55,86,77,73,64,55,32,23,18,82,3,4,1,5,4,3,1,6,8,0,0,3,7,6,4,3,5,9
Nottingham Forest FC,Nottingham Forest,2018/2019,England,1.6,22,11,11,0,8,5,3,11,4,7,3,2,1,1.59,1.73,1.45,7,8,8,7,32,22,10,54,22,32,13,19,9,13,4,6,62,76,52,90,110,76,10,5,5,11,5,6,4,2,2,14,8,6,107,42,65,56,20,36,50,52,47,257,142,115,106,49,57,151,93,58,102,49,53,11,5,6,8,1,7,3,4,-1,6,4,2,12,6,6,4,1,3,1.36,1.64,1.09,2.45,2,2.91,1.45,1.18,1.73,1,0.82,1.18,0.86,0.55,1.18,0.5,0.45,0.55,0.36,0.09,0.64,19,15,9,5,1,1,10,6,4,2,0,0,9,9,5,3,1,1,3,7,13,17,21,21,1,5,7,9,11,11,2,2,6,8,10,10,86,68,41,23,5,5,91,55,36,18,0,0,82,82,45,27,9,9,14,32,59,77,95,95,9,45,64,82,100,100,18,18,55,73,91,91,11,3,2,5,1,0,6,2,2,50,14,9,45,9,0,55,18,18,36,45,27,-1,45,45,45,50,45,55,18,18,18,64,73,55,17,10,7,77,91,64,14,7,7,64,64,64,2,0,2,9,0,18,27,36,18,55,55,55,18,9,27,4.86,3.82,5.91,2.55,1.82,3.27,86,82,68,64,55,45,36,23,55,5,2,2,1,3,3,8,3,5,2,2,2,1,1,2,1,5,6
Rotherham United FC,Rotherham United,2018/2019,England,0.8,22,11,11,0,4,4,0,10,6,4,8,1,7,1,1.64,0.36,20,14,23,20,22,33,-11,55,27,28,15,7,12,21,3,-14,90,66,141,60,83,47,5,4,1,13,7,6,6,1,5,9,7,2,106,60,46,32,17,15,45,46,44,304,178,126,119,71,48,185,107,78,119,71,48,5,4,1,13,6,7,-8,-2,-6,3,2,1,10,5,5,9,4,5,0.86,1,0.73,2.5,2.45,2.55,1,1.36,0.64,1.5,1.09,1.91,0.82,0.91,0.73,0.23,0.36,0.09,0.59,0.55,0.64,20,15,9,8,2,1,10,7,5,4,1,0,10,8,4,4,1,1,2,7,13,14,20,21,1,4,6,7,10,11,1,3,7,7,10,10,91,68,41,36,9,5,91,64,45,36,9,0,91,73,36,36,9,9,9,32,59,64,91,95,9,36,55,64,91,100,9,27,64,64,91,91,12,4,2,6,2,2,6,2,0,55,18,9,55,18,18,55,18,0,18,36,0,32,23,36,9,59,64,55,27,9,45,41,64,18,12,6,6,55,55,55,18,8,10,82,73,91,2,2,0,9,18,0,14,18,9,45,45,45,41,36,45,4.82,5.45,4.18,1.45,1.55,1.36,86,86,73,55,55,41,32,32,73,1,4,0,0,3,3,2,4,5,3,2,4,1,6,3,2,3,9
Derby County FC,Derby County,2018/2019,England,2,22,11,11,0,11,6,5,5,3,2,6,2,4,1.73,1.91,1.55,4,5,6,4,31,24,7,55,28,27,16,15,12,12,4,3,64,62,66,83,83,83,5,4,1,14,6,8,5,3,2,9,4,5,124,48,76,44,20,24,55,53,57,304,163,141,125,62,63,179,101,78,125,62,63,16,8,8,10,5,5,6,3,3,9,3,6,8,6,2,5,2,3,1.59,1.36,1.82,2.5,2.55,2.45,1.41,1.45,1.36,1.09,1.09,1.09,1.18,1.18,1.18,0.73,0.73,0.73,0.45,0.45,0.45,20,17,12,4,2,0,9,9,6,3,1,0,11,8,6,1,1,0,2,5,10,18,20,22,2,2,5,8,10,11,0,3,5,10,10,11,91,77,55,18,9,0,82,82,55,27,9,0,100,73,55,9,9,0,9,23,45,82,91,100,18,18,45,73,91,100,0,27,45,91,91,100,15,7,3,6,4,2,9,3,1,68,32,14,55,36,18,82,27,9,50,55,45,0,23,36,9,64,55,73,23,27,18,41,36,45,14,7,7,64,64,64,11,6,5,50,55,45,4,3,1,18,27,9,41,27,55,36,55,18,23,18,27,5.64,4.36,6.91,2,1.82,2.18,82,73,64,64,59,45,45,23,95,2,4,7,3,1,5,1,5,3,5,2,2,0,2,3,4,2,4
Sheffield Wednesday FC,Sheffield Wednesday,2018/2019,England,0.8,22,11,11,0,6,3,3,6,5,1,10,3,7,1.09,1.27,0.91,18,19,17,18,28,40,-12,68,33,35,15,13,18,22,-3,-9,71,66,76,49,55,45,2,1,1,17,9,8,4,1,3,12,7,5,113,55,58,42,18,24,46,45,46,237,138,99,97,51,46,140,87,53,97,51,46,11,8,3,13,6,7,-2,2,-4,5,4,1,9,4,5,8,3,5,1.09,1.45,0.73,3.09,3,3.18,1.27,1.36,1.18,1.82,1.64,2,1.09,1.27,0.91,0.5,0.73,0.27,0.59,0.55,0.64,21,20,17,7,2,1,11,10,8,4,0,0,10,10,9,3,2,1,1,2,5,15,20,21,0,1,3,7,11,11,1,1,2,8,9,10,95,91,77,32,9,5,100,91,73,36,0,0,91,91,82,27,18,9,5,9,23,68,91,95,0,9,27,64,100,100,9,9,18,73,82,91,15,6,3,8,4,2,7,2,1,68,27,14,73,36,18,64,18,9,27,27,27,9,9,9,9,77,82,73,18,9,27,55,64,45,12,7,5,55,64,45,12,4,8,55,36,73,5,3,2,23,27,18,23,36,9,41,36,45,36,27,45,5.14,5,5.27,1.91,1.64,2.18,86,82,82,77,64,45,45,41,100,0,6,2,0,6,2,7,1,4,1,3,3,4,4,9,5,6,5
Blackburn Rovers FC,Blackburn Rovers,2018/2019,England,1,22,11,11,0,7,4,3,10,6,4,5,1,4,1.41,1.64,1.18,12,13,13,12,29,33,-4,62,29,33,16,13,13,20,3,-7,68,62,76,60,76,49,6,3,3,15,7,8,3,2,1,12,6,6,104,68,36,34,12,22,51,54,48,261,146,115,112,57,55,149,89,60,112,57,55,12,3,9,9,3,6,3,0,3,8,2,6,10,8,2,4,1,3,1.55,1.27,1.82,2.82,2.64,3,1.32,1.45,1.18,1.5,1.18,1.82,0.95,0.55,1.36,0.55,0.27,0.82,0.41,0.27,0.55,20,16,11,10,4,1,10,8,5,4,1,1,10,8,6,6,3,0,2,6,11,12,18,21,1,3,6,7,10,10,1,3,5,5,8,11,91,73,50,45,18,5,91,73,45,36,9,9,91,73,55,55,27,0,9,27,50,55,82,95,9,27,55,64,91,91,9,27,45,45,73,100,14,6,1,4,2,0,10,4,1,64,27,5,36,18,0,91,36,9,32,36,27,16,27,27,27,68,64,73,14,18,9,55,55,55,15,9,6,68,82,55,12,8,4,55,73,36,3,1,2,14,9,18,36,18,55,45,73,18,18,9,27,4.73,6.18,3.27,1.55,1.09,2,82,68,64,45,41,27,23,18,86,1,4,5,0,5,3,3,4,4,3,1,1,3,1,3,5,9,7
Brentford FC,Brentford,2018/2019,England,0.2,22,11,11,0,5,5,0,7,2,5,10,4,6,1,1.55,0.45,19,16,20,19,33,34,-1,67,35,32,21,12,14,20,7,-8,60,47,83,58,71,49,3,3,0,15,7,8,4,1,3,12,7,5,153,94,59,41,26,15,57,60,53,329,192,137,148,83,65,181,109,72,148,83,65,14,9,5,18,7,11,-4,2,-6,6,4,2,9,5,4,7,2,5,1.23,1.55,0.91,3.05,3.18,2.91,1.5,1.91,1.09,1.55,1.27,1.82,1.45,1.45,1.45,0.64,0.82,0.45,0.82,0.64,1,22,19,10,8,5,2,11,10,6,4,3,1,11,9,4,4,2,1,0,3,12,14,17,20,0,1,5,7,8,10,0,2,7,7,9,10,100,86,45,36,23,9,100,91,55,36,27,9,100,82,36,36,18,9,0,14,55,64,77,91,0,9,45,64,73,91,0,18,64,64,82,91,16,9,4,8,5,2,8,4,2,73,41,18,73,45,18,73,36,18,23,45,0,23,14,27,0,68,64,73,18,9,27,55,64,45,12,7,5,55,64,45,9,3,6,41,27,55,7,4,3,32,36,27,27,36,18,41,45,36,32,18,45,6.95,8.55,5.36,1.86,2.36,1.36,95,86,82,73,55,41,32,27,95,3,2,4,1,6,2,6,1,8,3,4,9,2,1,4,4,3,4
Reading FC,Reading,2018/2019,England,0.6,22,11,11,0,4,3,1,7,2,5,11,6,5,0.86,1,0.73,21,22,19,21,27,35,-8,62,33,29,16,11,17,18,-1,-7,73,62,90,57,58,55,2,1,1,14,7,7,7,3,4,9,5,4,107,50,57,38,23,15,48,51,45,251,133,118,104,46,58,147,87,60,104,46,58,13,7,6,10,7,3,3,0,3,6,3,3,12,5,7,4,3,1,1.36,1.27,1.45,2.82,3,2.64,1.23,1.45,1,1.59,1.55,1.64,1.05,1.27,0.82,0.59,0.64,0.55,0.45,0.64,0.27,21,17,13,8,3,0,11,9,8,4,1,0,10,8,5,4,2,0,1,5,9,14,19,22,0,2,3,7,10,11,1,3,6,7,9,11,95,77,59,36,14,0,100,82,73,36,9,0,91,73,45,36,18,0,5,23,41,64,86,100,0,18,27,64,91,100,9,27,55,64,82,100,13,6,3,7,3,3,6,3,0,59,27,14,64,27,27,55,27,0,18,27,9,11,9,9,9,64,64,64,32,27,36,41,45,36,14,6,8,64,55,73,12,6,6,55,55,55,5,3,2,23,27,18,27,27,27,55,45,64,18,27,9,4.86,4.55,5.18,1.73,2.09,1.36,91,82,73,64,50,45,45,32,64,5,1,4,0,3,2,4,1,7,1,4,1,3,6,4,5,5,6
Ipswich Town FC,Ipswich Town,2018/2019,England,0.6,22,11,11,0,2,1,1,8,6,2,12,4,8,0.64,0.82,0.45,24,23,21,24,18,37,-19,55,25,30,10,8,15,22,-5,-14,110,99,123,54,66,45,2,2,0,11,7,4,10,3,7,7,5,2,110,58,52,40,22,18,49,51,48,212,110,102,65,38,27,147,72,75,65,38,27,11,4,7,18,9,9,-7,-5,-2,5,2,3,7,4,3,10,5,5,1,0.91,1.09,2.5,2.27,2.73,0.82,0.91,0.73,1.68,1.36,2,1.32,1.18,1.45,0.5,0.36,0.64,0.82,0.82,0.82,21,19,8,5,2,0,10,9,3,2,1,0,11,10,5,3,1,0,1,3,14,17,20,22,1,2,8,9,10,11,0,1,6,8,10,11,95,86,36,23,9,0,91,82,27,18,9,0,100,91,45,27,9,0,5,14,64,77,91,100,9,18,73,82,91,100,0,9,55,73,91,100,17,9,3,8,4,1,9,5,2,77,41,14,73,36,9,82,45,18,9,9,9,15,9,18,0,50,64,36,45,27,64,32,45,18,8,5,3,36,45,27,14,7,7,64,64,64,5,2,3,23,18,27,23,18,27,32,36,27,45,45,45,5,5.27,4.73,1.82,2,1.64,82,77,68,59,50,50,36,27,68,2,1,2,4,2,2,1,1,3,4,5,5,2,3,5,5,5,3
Wigan Athletic FC,Wigan Athletic,2018/2019,England,1,22,11,11,0,7,6,1,4,3,1,11,2,9,1.14,1.91,0.36,16,4,22,16,23,30,-7,53,23,30,14,9,9,21,5,-12,86,71,110,66,110,47,6,5,1,9,5,4,9,3,6,10,8,2,102,50,52,54,22,32,50,48,51,256,137,119,86,53,33,170,84,86,86,53,33,14,8,6,14,5,9,0,3,-3,6,4,2,10,6,4,6,1,5,1.27,1.64,0.91,2.41,2.09,2.73,1.05,1.27,0.82,1.36,0.82,1.91,1.27,1.18,1.36,0.64,0.73,0.55,0.64,0.45,0.82,20,13,10,6,3,1,9,5,5,3,1,0,11,8,5,3,2,1,2,9,12,16,19,21,2,6,6,8,10,11,0,3,6,8,9,10,91,59,45,27,14,5,82,45,45,27,9,0,100,73,45,27,18,9,9,41,55,73,86,95,18,55,55,73,91,100,0,27,55,73,82,91,15,9,4,6,4,3,9,5,1,68,41,18,55,36,27,82,45,9,32,55,9,31,27,45,9,41,45,36,41,27,55,45,73,18,10,6,4,45,55,36,12,6,6,55,55,55,7,4,3,32,36,27,27,36,18,45,55,36,27,9,45,4.64,4.55,4.73,2.45,2,2.91,91,73,68,59,41,36,23,14,55,2,1,5,4,2,5,1,2,1,3,3,3,2,4,3,5,0,7
Leeds United FC,Leeds United,2018/2019,England,3,22,11,11,0,13,7,6,6,3,3,3,1,2,2.05,2.18,1.91,1,1,1,1,36,18,18,54,24,30,18,18,6,12,12,6,55,55,55,110,164,83,10,6,4,12,5,7,1,1,0,11,6,5,132,66,66,40,19,21,57,58,56,318,168,150,119,59,60,199,109,90,119,59,60,12,5,7,9,4,5,3,1,2,5,3,2,14,6,8,3,2,1,1.32,1.36,1.27,2.45,2.18,2.73,1.64,1.64,1.64,0.82,0.55,1.09,0.95,0.82,1.09,0.55,0.45,0.64,0.41,0.36,0.45,21,17,10,4,2,0,10,9,4,1,0,0,11,8,6,3,2,0,1,5,12,18,20,22,1,2,7,10,11,11,0,3,5,8,9,11,95,77,45,18,9,0,91,82,36,9,0,0,100,73,55,27,18,0,5,23,55,82,91,100,9,18,64,91,100,100,0,27,45,73,82,100,12,8,1,6,3,0,6,5,1,55,36,5,55,27,0,55,45,9,59,64,55,17,45,55,36,55,45,64,5,9,0,50,55,45,14,8,6,64,73,55,13,7,6,59,64,55,5,1,4,23,9,36,23,27,18,64,55,73,14,18,9,6,6,6,1.82,1.73,1.91,77,64,55,50,41,32,27,27,68,2,1,4,2,5,6,5,3,8,3,2,3,0,1,4,3,0,2
Bolton Wanderers FC,Bolton Wanderers,2018/2019,England,0.4,22,11,11,0,4,2,2,6,2,4,12,7,5,0.82,0.73,0.91,23,24,16,23,15,30,-15,45,21,24,6,9,15,15,-9,-6,132,164,110,66,66,66,4,2,2,8,3,5,11,6,5,7,4,3,97,55,42,49,27,22,43,46,41,194,96,98,70,28,42,124,68,56,70,28,42,6,2,4,15,8,7,-9,-6,-3,2,1,1,10,4,6,10,6,4,0.73,0.64,0.82,2.05,1.91,2.18,0.68,0.55,0.82,1.36,1.36,1.36,0.95,0.91,1,0.27,0.18,0.36,0.68,0.73,0.64,21,13,7,3,1,0,11,5,4,1,0,0,10,8,3,2,1,0,1,9,15,19,21,22,0,6,7,10,11,11,1,3,8,9,10,11,95,59,32,14,5,0,100,45,36,9,0,0,91,73,27,18,9,0,5,41,68,86,95,100,0,55,64,91,100,100,9,27,73,82,91,100,15,4,1,8,2,0,7,2,1,68,18,5,73,18,0,64,18,9,18,18,18,0,18,18,18,36,27,45,50,55,45,32,36,27,9,4,5,41,36,45,17,9,8,77,82,73,3,1,2,14,9,18,9,9,9,45,36,55,45,55,36,4.41,5,3.82,2.23,2.45,2,91,91,77,73,59,41,32,23,27,2,2,0,2,1,2,2,1,3,4,4,4,2,1,5,3,2,5
Millwall FC,Millwall,2018/2019,England,0.6,22,11,11,0,4,4,0,7,4,3,11,3,8,0.86,1.45,0.27,22,18,24,22,28,38,-10,66,34,32,18,10,16,22,2,-12,71,55,99,52,62,45,2,1,1,15,9,6,6,1,5,6,5,1,134,73,61,38,17,21,48,49,47,281,147,134,100,51,49,181,96,85,100,51,49,9,7,2,15,6,9,-6,1,-7,4,3,1,8,4,4,10,4,6,0.91,1.18,0.64,3,3.09,2.91,1.27,1.64,0.91,1.73,1.45,2,1.09,1.18,1,0.41,0.64,0.18,0.68,0.55,0.82,21,20,13,7,3,1,11,11,8,3,1,0,10,9,5,4,2,1,1,2,9,15,19,21,0,0,3,8,10,11,1,2,6,7,9,10,95,91,59,32,14,5,100,100,73,27,9,0,91,82,45,36,18,9,5,9,41,68,86,95,0,0,27,73,91,100,9,18,55,64,82,91,16,7,1,9,4,0,7,3,1,73,32,5,82,36,0,64,27,9,18,36,0,23,9,9,9,68,82,55,27,9,45,27,45,9,10,5,5,45,45,45,15,6,9,68,55,82,3,2,1,14,18,9,18,27,9,36,36,36,45,36,55,6.09,6.64,5.55,1.73,1.55,1.91,91,91,77,68,55,41,27,23,73,1,2,4,2,3,4,3,3,6,2,4,3,3,6,1,2,7,10
Sheffield United FC,Sheffield United,2018/2019,England,1.4,22,11,11,0,11,5,6,4,3,1,7,3,4,1.68,1.64,1.73,5,12,3,5,35,26,9,61,29,32,17,18,12,14,5,4,57,58,55,76,83,71,6,3,3,12,7,5,6,3,3,13,8,5,173,89,84,34,15,19,52,53,51,313,153,160,120,57,63,193,96,97,120,57,63,16,8,8,9,3,6,7,5,2,7,3,4,14,8,6,1,0,1,1.59,1.55,1.64,2.77,2.64,2.91,1.59,1.55,1.64,1.18,1.09,1.27,1.14,1,1.27,0.73,0.73,0.73,0.41,0.27,0.55,20,16,13,6,5,1,9,7,6,3,3,1,11,9,7,3,2,0,2,6,9,16,17,21,2,4,5,8,8,10,0,2,4,8,9,11,91,73,59,27,23,5,82,64,55,27,27,9,100,82,64,27,18,0,9,27,41,73,77,95,18,36,45,73,73,91,0,18,36,73,82,100,12,9,4,5,4,2,7,5,2,55,41,18,45,36,18,64,45,18,50,45,55,3,27,27,27,55,64,45,27,27,27,59,73,45,15,8,7,68,73,64,11,6,5,50,55,45,6,3,3,27,27,27,32,27,36,64,73,55,5,0,9,7.86,8.09,7.64,1.55,1.36,1.73,95,86,86,86,73,59,50,27,68,5,2,3,2,5,2,6,4,6,3,1,3,1,3,0,5,4,6
